term_bits,size_bits,class,steps_run,size0,final_size,max_size,pos_delta_frac,hit_node_cap,period,first_recur_step,head_bits,head_k,head_count,chain_len,milestone_steps,milestone_arg_sizes,growth,ckpt_0_1k_5k_10k_20k,k0_frac,max_k,final_k,notes
00010001101000010110011001011000101010,38,opaque,20000,19,298795,312872,0.1438,0,0,0,,0,0,0,,,linear(r2=0.945),19|18751|74211|149055|298795,1.0000,0,0,
01000110011010000000010111100110101110,38,blowup,120,17,525979,525979,0.6500,1,0,0,,0,0,0,,,n/a,17|0|0|0|0,0.9833,1,0,
01000110011010000001100110000111101110,38,opaque,20000,17,4627,5386,0.6706,0,0,0,,0,0,0,,,linear(r2=0.826),17|883|1987|2924|4627,0.9999,1,0,
01000110011010000001110000111001111010,38,blowup,305,17,81901,81901,0.3148,1,0,0,,0,0,0,,,n/a,17|0|0|0|0,0.9935,1,0,step-alloc-cap
01000110011010000001011010010111010110,38,monotone-growth,56,18,573116,573116,0.9643,1,0,0,,0,0,0,,,n/a,18|0|0|0|0,0.9643,1,0,
01000110011010000001011100011100110110,38,opaque,20000,17,256678,257955,0.0198,0,0,0,,0,0,0,,,linear(r2=1.000),17|12638|63378|126134|256678,0.9999,1,0,
01000110011010000110000001111001111010,38,head-recurrent-other,569,17,504566,504566,0.5536,1,0,0,000110000001111001111010,54,314,2,256;281,10;3413,n/a,17|0|0|0|0,0.0000,116,116,argsz10->3413/statesz111015->120114
01001001000110001100001011010000110110,38,ratchet-candidate,20000,18,524,1295,0.0071,0,0,0,0001011010000110110,1,141,64,2;4;8;14;22;32;44;58;74;92;112;134,10;13;16;19;22;25;28;31;34;37;40;43,linear(r2=0.317),18|299|584|635|524,0.0000,2,2,
00011001000110001100001011010000110110,38,opaque,20000,18,524,1298,0.0071,0,0,0,,0,0,0,,,linear(r2=0.317),18|299|584|635|524,1.0000,0,0,
01000110010110011010100000011100110110,38,opaque,20000,18,106722,106725,0.5000,0,0,0,,0,0,0,,,linear(r2=1.000),18|5386|26722|53386|106722,0.9999,1,0,
01000110010110011010100000011100111010,38,opaque,20000,18,15128,15140,0.3311,0,0,0,,0,0,0,,,linear(r2=0.994),18|2366|4952|8376|15128,0.9999,1,0,
01000110010101101010100000011100110110,38,opaque,20000,18,106698,106701,0.5000,0,0,0,,0,0,0,,,linear(r2=1.000),18|5378|26698|53378|106698,0.9999,1,0,
01000110010101101010100000011100111010,38,opaque,20000,18,15118,15140,0.3311,0,0,0,,0,0,0,,,linear(r2=0.994),18|2362|4950|8358|15118,0.9999,1,0,
01010001100011000010110100001101100010,38,ratchet-candidate,20000,18,524,1298,0.0071,0,0,0,0001011010000110110,2,141,64,1;3;7;13;21;31;43;57;73;91;111;133,10;13;16;19;22;25;28;31;34;37;40;43,linear(r2=0.317),18|299|584|635|524,0.0000,3,3,
01000110000100101100001011010000110110,38,ratchet-candidate,20000,18,950,1304,0.0071,0,0,0,0001011010000110110,1,141,64,1;4;9;16;25;36;49;64;81;100;121;144,13;16;19;22;25;28;31;34;37;40;43;46,linear(r2=0.708),18|200|368|320|950,0.0000,2,2,
01000110010010001100001011010000110110,38,ratchet-candidate,20000,18,950,1304,0.0071,0,0,0,0001011010000110110,1,141,64,1;4;9;16;25;36;49;64;81;100;121;144,13;16;19;22;25;28;31;34;37;40;43;46,linear(r2=0.708),18|200|368|320|950,0.0000,3,2,
01000110010000110100001011010000110110,38,ratchet-candidate,20000,18,950,1304,0.0071,0,0,0,0001011010000110110,1,141,64,1;4;9;16;25;36;49;64;81;100;121;144,13;16;19;22;25;28;31;34;37;40;43;46,linear(r2=0.708),18|200|368|320|950,0.0000,3,2,
01000110000111001011101101000011000110,38,ratchet-candidate,20000,17,1732,3511,0.5991,0,0,0,0001000110001100101000110001100001100011010,1,89,64,2;9;21;38;60;87;119;156;198;245;297;354,21;34;47;60;73;86;99;112;125;138;151;164,linear(r2=0.644),17|543|718|1410|1732,0.0000,3,3,
01000110000101101000011011000011000110,38,ratchet-candidate,20000,18,524,1295,0.0071,0,0,0,0001011010000110110,1,141,64,2;4;8;14;22;32;44;58;74;92;112;134,10;13;16;19;22;25;28;31;34;37;40;43,linear(r2=0.317),18|299|584|635|524,0.0000,2,2,
01000001110110000001100101110110011010,38,monotone-growth,34,17,524311,524311,1.0000,1,0,0,,0,0,0,,,n/a,17|0|0|0|0,0.9706,1,0,
01000001110110000001110000111001111010,38,opaque,20000,16,41325,41619,0.0100,0,0,0,,0,0,0,,,linear(r2=1.000),16|2380|10675|20644|41325,1.0000,1,0,
01000001110110000001011010010111010110,38,monotone-growth,54,17,573089,573089,0.9815,1,0,0,,0,0,0,,,n/a,17|0|0|0|0,0.9815,1,0,
00010001100011000010101101000011011010,38,opaque,20000,18,31971,32745,0.0071,0,0,0,,0,0,0,,,linear(r2=0.999),18|2207|8966|16789|31971,1.0000,0,0,
01000101100011010000001011010000110110,38,ratchet-candidate,20000,18,524,1295,0.0071,0,0,0,0001011010000110110,1,141,64,2;4;8;14;22;32;44;58;74;92;112;134,10;13;16;19;22;25;28;31;34;37;40;43,linear(r2=0.317),18|299|584|635|524,0.0000,2,2,
01000100100110001100001011010000110110,38,ratchet-candidate,20000,18,524,1295,0.0071,0,0,0,0001011010000110110,1,141,64,2;4;8;14;22;32;44;58;74;92;112;134,10;13;16;19;22;25;28;31;34;37;40;43,linear(r2=0.317),18|299|584|635|524,0.0000,2,2,
00000100010110101000000111001011010110,38,monotone-growth,56,18,524290,524290,1.0000,1,0,0,,0,0,0,,,n/a,18|0|0|0|0,1.0000,0,0,
00000100010110101000000111001011011010,38,monotone-growth,56,18,524290,524290,1.0000,1,0,0,,0,0,0,,,n/a,18|0|0|0|0,1.0000,0,0,
00000100010110101000000111001011101010,38,monotone-growth,56,18,524290,524290,1.0000,1,0,0,,0,0,0,,,n/a,18|0|0|0|0,1.0000,0,0,
00000100010110101000000101110100111010,38,monotone-growth,2135,18,500011,500011,1.0000,1,0,0,,0,0,0,,,linear(r2=0.972),18|160326|0|0|0,1.0000,0,0,
01000110010001100011010000110011000110,38,ratchet-candidate,20000,18,62864,107519,0.6004,0,0,0,000110011000110,1,12,12,1;5;14;33;72;151;310;629;1268;2547;5106;10225,13;28;58;118;238;478;958;1918;3838;7678;15358;30718,linear(r2=0.700),18|4647|15701|31401|62864,0.0000,13,6,
01010010000110001100001011010000110110,38,ratchet-candidate,20000,18,524,1295,0.0071,0,0,0,0001011010000110110,1,141,64,2;4;8;14;22;32;44;58;74;92;112;134,10;13;16;19;22;25;28;31;34;37;40;43,linear(r2=0.317),18|299|584|635|524,0.0000,2,2,
00000100011010000001100101110110011010,38,monotone-growth,34,18,524312,524312,1.0000,1,0,0,,0,0,0,,,n/a,18|0|0|0|0,1.0000,0,0,
00000100011010000001110000111001111010,38,opaque,20000,17,41326,41620,0.0100,0,0,0,,0,0,0,,,linear(r2=1.000),17|2381|10676|20645|41326,1.0000,0,0,
00000100011010000001011010010111010110,38,monotone-growth,54,18,573090,573090,0.9815,1,0,0,,0,0,0,,,n/a,18|0|0|0|0,1.0000,0,0,
00010000011100011100001011010000110110,38,opaque,20000,17,523,1297,0.0071,0,0,0,,0,0,0,,,linear(r2=0.317),17|298|583|634|523,1.0000,0,0,
00010001100110001100001011010000110110,38,opaque,20000,18,570,1341,0.0072,0,0,0,,0,0,0,,,linear(r2=0.321),18|345|630|681|570,1.0000,0,0,
00010001011000110100001011010000110110,38,opaque,20000,18,532,1306,0.0071,0,0,0,,0,0,0,,,linear(r2=0.318),18|307|592|643|532,1.0000,0,0,
01000101001010001100001011010000110110,38,ratchet-candidate,20000,18,524,1295,0.0071,0,0,0,0001011010000110110,1,141,64,2;4;8;14;22;32;44;58;74;92;112;134,10;13;16;19;22;25;28;31;34;37;40;43,linear(r2=0.317),18|299|584|635|524,0.0000,2,2,
00000100010110011010100000011100110110,38,opaque,20000,18,106700,106703,0.5000,0,0,0,,0,0,0,,,linear(r2=1.000),18|5356|26700|53356|106700,1.0000,0,0,
00000100010101101010100000011100110110,38,opaque,20000,18,106692,106695,0.5000,0,0,0,,0,0,0,,,linear(r2=1.000),18|5356|26692|53356|106692,1.0000,0,0,
000000010001101000011000000110011110110,39,opaque,20000,18,61227,61521,0.0100,0,0,0,,0,0,0,,,linear(r2=1.000),18|3372|15627|30516|61227,1.0000,0,0,
000000010001011010100000011100101101010,39,blowup,48,19,1062915,1062915,0.5000,1,0,0,,0,0,0,,,n/a,19|0|0|0|0,1.0000,0,0,
010001011010001000011000000110011110110,39,opaque,20000,18,61227,61515,0.0100,0,0,0,,0,0,0,,,linear(r2=1.000),18|3372|15627|30516|61227,0.9996,2,0,
010001100110011010000001110011001110110,39,opaque,20000,18,400422,400425,0.5001,0,0,0,,0,0,0,,,linear(r2=1.000),18|20422|100422|200422|400422,0.9999,1,0,
010001100110011010000001110011100110110,39,opaque,20000,18,316638,316638,0.6913,0,0,0,,0,0,0,,,linear(r2=1.000),18|16890|80270|159106|316638,0.9999,1,0,
010001100110011010000001110011100111010,39,opaque,20000,18,40010,40018,0.1915,0,0,0,,0,0,0,,,linear(r2=0.997),18|4958|12290|21498|40010,0.9999,1,0,
010001100101101010000001110011001110110,39,opaque,20000,18,400962,400965,0.5001,0,0,0,,0,0,0,,,linear(r2=1.000),18|20962|100962|200962|400962,0.9999,1,0,
010001100101101010000001110011100110110,39,opaque,20000,18,320222,320222,0.6906,0,0,0,,0,0,0,,,linear(r2=1.000),18|20578|83850|162686|320222,0.9999,1,0,
010001100101101010000001110011100111010,39,opaque,20000,18,51234,51260,0.1941,0,0,0,,0,0,0,,,linear(r2=0.950),18|16126|23574|32782|51234,0.9999,1,0,
010001100101101010000001110010110110110,39,opaque,20000,18,300042,300045,0.5000,0,0,0,,0,0,0,,,linear(r2=1.000),18|15042|75042|150042|300042,0.9999,1,0,
010001100101101010000001110010111010110,39,opaque,20000,18,300042,300045,0.5000,0,0,0,,0,0,0,,,linear(r2=1.000),18|15042|75042|150042|300042,0.9999,1,0,
010001100000011110100001011010000110110,39,ratchet-candidate,20000,18,950,1304,0.0071,0,0,0,0001011010000110110,1,141,64,1;4;9;16;25;36;49;64;81;100;121;144,13;16;19;22;25;28;31;34;37;40;43;46,linear(r2=0.708),18|200|368|320|950,0.0000,2,2,
010001100001100011100001011010000110110,39,ratchet-candidate,20000,18,515,1295,0.0070,0,0,0,0001011010000110110,1,140,64,1;5;11;19;29;41;55;71;89;109;131;155,13;16;19;22;25;28;31;34;37;40;43;46,linear(r2=0.316),18|290|575|626|515,0.0000,2,2,
010001100001001110100001011010000110110,39,ratchet-candidate,20000,18,950,1304,0.0071,0,0,0,0001011010000110110,1,141,64,1;4;9;16;25;36;49;64;81;100;121;144,13;16;19;22;25;28;31;34;37;40;43;46,linear(r2=0.708),18|200|368|320|950,0.0000,2,2,
010001100100001110100001011010000110110,39,ratchet-candidate,20000,18,974,1328,0.0071,0,0,0,0001011010000110110,1,141,64,1;4;9;16;25;36;49;64;81;100;121;144,21;24;27;30;33;36;39;42;45;48;51;54,linear(r2=0.705),18|224|392|328|974,0.0000,3,2,
010001100101100010100000011100101101010,39,blowup,49,19,1062912,1062912,0.4898,1,0,0,,0,0,0,,,n/a,19|0|0|0|0,0.9592,1,0,
010001011010010001101010000001100111010,39,head-recurrent-other,3498,19,500070,500070,0.5060,1,0,0,000001100111010,2,1728,3,1;8,7;20,linear(r2=0.971),19|77283|0|0|0,0.0000,844,843,argsz7->20/statesz28->70
010001011010010001101010000001110011010,39,blowup,89,19,524314,524314,0.5843,1,0,0,,0,0,0,,,n/a,19|0|0|0|0,0.9551,2,0,
010001011010010110001010000001100111010,39,head-recurrent-other,4204,19,500398,500398,0.3423,1,0,0,000001100111010,3,1438,2,3;20,2;37,linear(r2=0.972),19|60220|0|0|0,0.0000,684,682,argsz2->37/statesz45->205
010001011010010110001010000001110011010,39,blowup,123,19,524326,524326,0.4228,1,0,0,,0,0,0,,,n/a,19|0|0|0|0,0.9675,2,0,
010001011000001010000001011010000110110,39,ratchet-candidate,20000,19,524,1295,0.0071,0,0,0,0001011010000110110,1,141,64,2;4;8;14;22;32;44;58;74;92;112;134,10;13;16;19;22;25;28;31;34;37;40;43,linear(r2=0.317),19|299|584|635|524,0.0000,2,2,
010001011001101010000001110011001110110,39,opaque,20000,18,400122,400125,0.5000,0,0,0,,0,0,0,,,linear(r2=1.000),18|20122|100122|200122|400122,0.9997,2,0,
010001011001101010000001110011100111010,39,blowup,1350,18,500220,500220,0.5015,1,0,0,,0,0,0,,,n/a,18|379502|0|0|0,0.9956,2,0,
010001011001101010000001110010110110110,39,opaque,20000,18,300242,300245,0.5000,0,0,0,,0,0,0,,,linear(r2=1.000),18|15242|75242|150242|300242,0.9997,2,0,
010001011001101010000001110010111010110,39,opaque,20000,18,300182,300185,0.5000,0,0,0,,0,0,0,,,linear(r2=1.000),18|15182|75182|150182|300182,0.9997,2,0,
010001011001101010000001011010000110110,39,ratchet-candidate,20000,19,524,1295,0.0071,0,0,0,0001011010000110110,1,141,64,2;4;8;14;22;32;44;58;74;92;112;134,10;13;16;19;22;25;28;31;34;37;40;43,linear(r2=0.317),19|299|584|635|524,0.0000,2,2,
010001010110101010000001110011001110110,39,head-recurrent-other,20000,18,400462,400465,0.5000,0,0,0,000001110011001110110,2,5,1,3;7,29;9,linear(r2=1.000),18|20462|100462|200462|400462,0.9995,3,0,argsz29->9/statesz49->129
010001010110101010000001110011100111010,39,head-recurrent-other,282,18,507240,507240,0.5071,1,0,0,000001110011100111010,2,5,1,3;7,29;9,n/a,18|0|0|0|0,0.9645,3,0,argsz29->9/statesz49->129
010001010110101010000001110010110110110,39,ratchet-candidate,20000,18,300042,300042,0.5000,0,0,0,0001010100000111001011011011000000111001011011011000000111001011011011001011001010000011100101101101100000011100101101101100000011100101101101100101000001110010110110110000001110010110110110000001110010110110110,1,5000,64,4;8;12;16;20;24;28;32;36;40;44;48,9;69;129;189;249;309;369;429;489;549;609;669,linear(r2=1.000),18|15042|75042|150042|300042,0.0000,3,1,
010001010110101010000001110010111010110,39,ratchet-candidate,20000,18,300042,300042,0.5000,0,0,0,0001010100000111001011101011000000111001011101011000000111001011101011001010101000001110010111010110000001110010111010110000001110010111010110100101000001110010111010110000001110010111010110000001110010111010110,1,5000,64,4;8;12;16;20;24;28;32;36;40;44;48,9;69;129;189;249;309;369;429;489;549;609;669,linear(r2=1.000),18|15042|75042|150042|300042,0.0000,3,1,
010001010110101010000001011010000110110,39,ratchet-candidate,20000,19,535,1306,0.0071,0,0,0,0001011010000110110,2,141,64,2;4;8;14;22;32;44;58;74;92;112;134,10;13;16;19;22;25;28;31;34;37;40;43,linear(r2=0.318),19|310|595|646|535,0.0000,3,3,
010001100011000000101110011011001110110,39,blowup,8370,17,501762,501762,0.0299,1,0,0,,0,0,0,,,linear(r2=0.999),17|51433|289243|0|0,0.9998,1,0,
010001100011000010110100001100001101110,39,ratchet-candidate,20000,18,641,1829,0.0050,0,0,0,00010110100001100001101110,1,100,64,1;3;9;19;33;51;73;99;129;163;201;243,13;19;25;31;37;43;49;55;61;67;73;79,linear(r2=0.503),18|353|341|713|641,0.0000,2,2,
010001100011000010110100001100001111010,39,ratchet-candidate,20000,18,1556,1847,0.0051,0,0,0,00010110100001100001111010,1,101,64,1;3;8;17;30;47;68;93;122;155;192;233,13;19;25;31;37;43;49;55;61;67;73;79,linear(r2=0.608),18|290|806|506|1556,0.0000,2,2,
010001100011000010110100001100110001110,39,ratchet-candidate,20000,18,3951,8676,0.5155,0,0,0,00010110100001100110001110,1,26,26,1;3;9;27;65;131;233;379;577;835;1161;1563,13;19;25;31;37;43;49;55;61;67;73;79,linear(r2=0.686),18|921|954|1782|3951,0.0000,49,9,
010001100011000010110100001100100111010,39,ratchet-candidate,20000,18,28088,124178,0.5026,0,0,0,00010110100001100100111010,1,101,64,1;3;8;17;30;47;68;93;122;155;192;233,13;19;25;31;37;43;49;55;61;67;73;79,linear(r2=0.475),18|3095|7499|31859|28088,0.0000,3,2,
010001100011000010110100001000111010110,39,ratchet-candidate,20000,18,641,1829,0.0050,0,0,0,00010110100001000111010110,1,100,64,1;3;9;19;33;51;73;99;129;163;201;243,13;19;25;31;37;43;49;55;61;67;73;79,linear(r2=0.503),18|353|341|713|641,0.0000,2,2,
010001100011000010110100001010011010110,39,ratchet-candidate,20000,18,641,2432,0.5000,0,0,0,00010110100001010011010110,1,100,64,1;3;9;19;33;51;73;99;129;163;201;243,13;19;25;31;37;43;49;55;61;67;73;79,linear(r2=0.503),18|353|341|713|641,0.0000,3,2,
010001100011000010110100001000110111010,39,ratchet-candidate,20000,18,641,1829,0.0050,0,0,0,00010110100001000110111010,1,100,64,1;3;9;19;33;51;73;99;129;163;201;243,13;19;25;31;37;43;49;55;61;67;73;79,linear(r2=0.503),18|353|341|713|641,0.0000,2,2,
010001100011000010110100101101000001110,39,ratchet-candidate,1260,18,513949,513949,0.2548,1,0,0,00010110100101101000001110,1,9,9,1;3;9;23;53;115;241;495;1005,13;43;133;403;1213;3643;10933;32803;98413,n/a,18|131261|0|0|0,0.0000,18,5,
010001100011000010110100100000110111010,39,ratchet-candidate,340,18,589811,589811,0.0441,1,0,0,00010110100100000110111010,1,14,14,1;3;9;19;33;51;73;99;129;163;201;243,13;31;67;139;283;571;1147;2299;4603;9211;18427;36859,n/a,18|0|0|0|0,0.0000,3,1,
010001100011000010110100101011010001010,39,ratchet-candidate,1994,19,541277,541277,0.1289,1,0,0,00010110100101011010001010,1,9,9,1;3;13;39;97;219;469;975;1993,14;47;146;443;1334;4007;12026;36083;108254,n/a,19|180290|0|0|0,0.0000,24,1,
010001100011000010110001100101101000110,39,head-recurrent-other,2001,18,639586,639586,0.2554,1,0,0,00010110001100101101000110,11,510,2,229;1975,14;14,linear(r2=0.892),18|197200|0|0|0,0.0000,16,8,argsz14->14/statesz21781->246140
010001100011000010001011011010000110110,39,ratchet-candidate,20000,18,521,1298,0.0140,0,0,0,00010001011011010000110110,1,140,64,1;5;11;19;29;41;55;71;89;109;131;155,13;16;19;22;25;28;31;34;37;40;43;46,linear(r2=0.317),18|296|581|632|521,0.0000,2,2,
010001100011000010001011101010000110110,39,ratchet-candidate,20000,18,956,1307,0.0141,0,0,0,00010001011101010000110110,1,141,64,1;4;9;16;25;36;49;64;81;100;121;144,13;16;19;22;25;28;31;34;37;40;43;46,linear(r2=0.707),18|206|374|323|956,0.0000,2,2,
010001100011000010110000110110000110110,39,ratchet-candidate,20000,18,533,1307,0.0071,0,0,0,00010110000110110000110110,1,141,64,1;3;7;13;21;31;43;57;73;91;111;133,13;16;19;22;25;28;31;34;37;40;43;46,linear(r2=0.318),18|308|593|644|533,0.0000,2,2,
010001100011000010110000111010000110110,39,ratchet-candidate,20000,18,950,1307,0.0071,0,0,0,00010110000111010000110110,1,141,64,1;3;8;15;24;35;48;63;80;99;120;143,13;16;19;22;25;28;31;34;37;40;43;46,linear(r2=0.689),18|200|368|938|950,0.0000,2,2,
010001100011000010110011000110000110110,39,ratchet-candidate,20000,18,515,1727,0.0070,0,0,0,00010110011000110000110110,1,140,64,1;3;9;17;27;39;53;69;87;107;129;153,13;16;19;22;25;28;31;34;37;40;43;46,linear(r2=0.336),18|290|575|626|515,0.0000,3,2,
010001100011000010110010011010000110110,39,ratchet-candidate,20000,18,950,1739,0.0071,0,0,0,00010110010011010000110110,1,141,64,1;3;8;15;24;35;48;63;80;99;120;143,13;16;19;22;25;28;31;34;37;40;43;46,linear(r2=0.593),18|200|368|1247|950,0.0000,3,2,
010001100011000010101101000110000110110,39,ratchet-candidate,20000,18,1412,1760,0.0072,0,0,0,00010101101000110000110110,2,141,64,3;6;11;18;27;38;51;66;83;102;123;146,14;17;20;23;26;29;32;35;38;41;44;47,linear(r2=0.816),18|332|617|668|1412,0.0000,4,4,
010001100011000010100011011010000110110,39,ratchet-candidate,20000,18,953,1307,0.0071,0,0,0,00010100011011010000110110,1,141,64,1;4;9;16;25;36;49;64;81;100;121;144,13;16;19;22;25;28;31;34;37;40;43;46,linear(r2=0.708),18|203|371|323|953,0.0000,2,2,
010001100011000010100011101010000110110,39,ratchet-candidate,20000,18,953,1307,0.0071,0,0,0,00010100011101010000110110,1,141,64,1;4;9;16;25;36;49;64;81;100;121;144,13;16;19;22;25;28;31;34;37;40;43;46,linear(r2=0.708),18|203|371|323|953,0.0000,2,2,
010001100011000010101001101010000110110,39,ratchet-candidate,20000,18,953,1739,0.0071,0,0,0,00010101001101010000110110,1,141,64,1;4;9;16;25;36;49;64;81;100;121;144,13;16;19;22;25;28;31;34;37;40;43;46,linear(r2=0.708),18|203|371|323|953,0.0000,3,2,
010001100011000010001100001101110011010,39,ratchet-candidate,20000,18,953,1307,0.0071,0,0,0,00010001100001101110011010,1,141,64,1;4;9;16;25;36;49;64;81;100;121;144,13;16;19;22;25;28;31;34;37;40;43;46,linear(r2=0.708),18|203|371|323|953,0.0000,2,2,
010001100011000010101101000011011000110,39,head-recurrent-other,20000,18,32255,33029,0.0071,0,0,0,0001100000010101101000011011000110,23,278,1,460;461,16;13,linear(r2=0.999),18|2273|9110|16991|32255,0.0000,143,143,argsz16->13/statesz1055->1052
010001100011000010001011010000110111010,39,ratchet-candidate,20000,18,953,1304,0.0141,0,0,0,00010001011010000110111010,1,141,64,1;4;9;16;25;36;49;64;81;100;121;144,13;16;19;22;25;28;31;34;37;40;43;46,linear(r2=0.708),18|203|371|323|953,0.0000,2,2,
010001100011000010001011011000011011010,39,ratchet-candidate,20000,18,953,1304,0.0141,0,0,0,00010001011011000011011010,1,141,64,1;4;9;16;25;36;49;64;81;100;121;144,13;16;19;22;25;28;31;34;37;40;43;46,linear(r2=0.708),18|203|371|323|953,0.0000,2,2,
010001100011000010001011101000011011010,39,ratchet-candidate,20000,18,953,1304,0.0141,0,0,0,00010001011101000011011010,1,141,64,1;4;9;16;25;36;49;64;81;100;121;144,13;16;19;22;25;28;31;34;37;40;43;46,linear(r2=0.708),18|203|371|323|953,0.0000,2,2,
000001000110011000000110011101000011010,39,blowup,3500,19,500072,500072,0.5060,1,0,0,,0,0,0,,,linear(r2=0.971),19|77096|0|0|0,1.0000,0,0,
000001000110011000000111001101000011010,39,blowup,91,19,524316,524316,0.5824,1,0,0,,0,0,0,,,n/a,19|0|0|0|0,1.0000,0,0,
010100011010000110000001100111101100010,39,opaque,20000,18,61227,61515,0.0100,0,0,0,,0,0,0,,,linear(r2=1.000),18|3372|15627|30516|61227,0.9996,2,0,
000100011001100011000000101110100111010,39,blowup,2797,18,500206,500206,0.6618,1,0,0,,0,0,0,,,linear(r2=0.970),18|104741|0|0|0,1.0000,0,0,
010001101000000001100101111011100110110,39,opaque,20000,17,50028,50031,0.5000,0,0,0,,0,0,0,,,linear(r2=1.000),17|2528|12528|25028|50028,0.9999,1,0,
010001101000000001100101111011100111010,39,opaque,20000,17,50028,50031,0.5000,0,0,0,,0,0,0,,,linear(r2=1.000),17|2528|12528|25028|50028,0.9999,1,0,
010001101000000001111000011110011111010,39,opaque,20000,16,41526,41820,0.0100,0,0,0,,0,0,0,,,linear(r2=1.000),16|2426|10776|20786|41526,0.9999,1,0,
010001101000000110000101111011100110110,39,monotone-growth,1412,17,501288,501288,0.9993,1,0,0,,0,0,0,,,n/a,17|252028|0|0|0,0.9986,1,0,
010001101000000110000101111011100111010,39,monotone-growth,1412,17,501288,501288,0.9993,1,0,0,,0,0,0,,,n/a,17|252028|0|0|0,0.9986,1,0,
010001101000000110011001011101100110110,39,monotone-growth,378,18,500880,500880,1.0000,1,0,0,,0,0,0,,,n/a,18|0|0|0|0,0.9947,1,0,
010001101000000110011001011101100111010,39,monotone-growth,458,18,500888,500888,0.9956,1,0,0,,0,0,0,,,n/a,18|0|0|0|0,0.9956,1,0,
010001101000000110011100001111001111010,39,blowup,683,17,501599,501599,0.3148,1,0,0,,0,0,0,,,n/a,17|0|0|0|0,0.9971,1,0,
010001101000000110011100001011110101110,39,blowup,50,17,576912,576912,0.4000,1,0,0,,0,0,0,,,n/a,17|0|0|0|0,0.9600,1,0,
010001101000000110011100101110110001110,39,blowup,1517,17,1062910,1062910,0.3382,1,0,0,,0,0,0,,,n/a,17|332341|0|0|0,0.9987,1,0,
010001101000000110011100101110110011010,39,monotone-growth,47,18,525265,525265,1.0000,1,0,0,,0,0,0,,,n/a,18|0|0|0|0,0.9574,1,0,
010001101000000110010111011001100000110,39,monotone-growth,998,18,500028,500028,1.0000,1,0,0,,0,0,0,,,n/a,18|0|0|0|0,0.9980,1,0,
010001101000000110010111011001100110110,39,monotone-growth,28,18,524090,524090,1.0000,1,0,0,,0,0,0,,,n/a,18|0|0|0|0,0.9286,1,0,
010001101000000110010111011001100111010,39,opaque,20000,18,273430,273430,0.2507,0,0,0,,0,0,0,,,linear(r2=0.999),18|16270|71654|142246|273430,0.9999,1,0,
010001101000000110010111011001110011010,39,monotone-growth,46,18,523464,523464,1.0000,1,0,0,,0,0,0,,,n/a,18|0|0|0|0,0.9565,1,0,
010001101000000110010111011001011010110,39,monotone-growth,28,18,524090,524090,1.0000,1,0,0,,0,0,0,,,n/a,18|0|0|0|0,0.9286,1,0,
010001101000000110010111011001011011010,39,monotone-growth,28,18,524090,524090,1.0000,1,0,0,,0,0,0,,,n/a,18|0|0|0|0,0.9286,1,0,
010001101000000110010111011001011101010,39,opaque,20000,18,103590,103608,0.1674,0,0,0,,0,0,0,,,linear(r2=0.998),18|7574|30702|55446|103590,0.9999,1,0,
010001101000000110010100011010110011010,39,blowup,50,19,524306,524306,0.6600,1,0,0,,0,0,0,,,n/a,19|0|0|0|0,0.9600,1,0,
010001101000000110010111001011010110110,39,monotone-growth,55,18,588873,588873,1.0000,1,0,0,,0,0,0,,,n/a,18|0|0|0|0,0.9636,1,0,
010001101000000110010101110110011010110,39,monotone-growth,34,18,524552,524552,1.0000,1,0,0,,0,0,0,,,n/a,18|0|0|0|0,0.9412,1,0,
010001101000000110010101110001110110110,39,blowup,1018,17,579269,579269,0.2701,1,0,0,,0,0,0,,,n/a,17|399600|0|0|0,0.9980,1,0,
010001101000000110010110010111011011010,39,monotone-growth,72,18,522878,522878,1.0000,1,0,0,,0,0,0,,,n/a,18|0|0|0|0,0.9722,1,0,
010001101000000110010101110110011011010,39,monotone-growth,378,18,500880,500880,1.0000,1,0,0,,0,0,0,,,n/a,18|0|0|0|0,0.9947,1,0,
010001101000000110010101110110011101010,39,monotone-growth,377,18,501547,501547,0.9973,1,0,0,,0,0,0,,,n/a,18|0|0|0|0,0.9947,1,0,
010001101000000111000000111100111110110,39,opaque,20000,16,61426,61720,0.0100,0,0,0,,0,0,0,,,linear(r2=1.000),16|3416|15726|30656|61426,0.9999,1,0,
010001101000000111000011100111001111010,39,opaque,20000,17,81528,81822,0.0100,0,0,0,,0,0,0,,,linear(r2=1.000),17|4453|20778|40669|81528,0.9999,1,0,
010001101000000111000011100101111010110,39,opaque,20000,17,80124,80427,0.0100,0,0,0,,0,0,0,,,linear(r2=1.000),17|4134|20074|39678|80124,0.9999,1,0,
010001101000000111000010111011001111010,39,opaque,20000,17,81528,81822,0.0100,0,0,0,,0,0,0,,,linear(r2=1.000),17|4453|20778|40669|81528,0.9999,1,0,
010001101000000111000010111001111010110,39,opaque,20000,17,81528,81822,0.0100,0,0,0,,0,0,0,,,linear(r2=1.000),17|4453|20778|40669|81528,0.9999,1,0,
010001101000000111000010110000011111010,39,opaque,20000,17,2615,2951,0.5026,0,0,0,,0,0,0,,,linear(r2=0.732),17|272|699|614|2615,0.9999,1,0,
010001101000000111001100101110110011010,39,monotone-growth,45,18,525247,525247,1.0000,1,0,0,,0,0,0,,,n/a,18|0|0|0|0,0.9556,1,0,
